Social Arcade ,2013-09-17T07:55:03Z,8
Gamerstrike,2013-09-17T04:21:51Z,1
"OneLIVE, Inc.",2013-09-17T03:23:24Z,3
Jeremias (Silentsss) Stelter,2013-09-16T18:36:00Z,1
SS Games,2013-09-14T21:02:37Z,3
SS Games,2013-09-14T11:52:56Z,3
Ideas In Motion Entertainment,2013-09-14T08:00:46Z,1
Lottery Popcorn,2013-09-13T01:05:37Z,1
SKARA - The Blade Remains,2013-09-12T21:47:26Z,12
FunBills,2013-09-11T23:40:13Z,2
MP Mimic Productions GmbH,2013-09-11T10:49:56Z,3
KrazyLazY,2013-09-11T04:43:36Z,1
BetFlock,2013-09-10T18:03:02Z,7
Socialmon,2013-09-10T04:37:17Z,5
Nuukster,2013-09-10T03:34:55Z,2
Austral 3D,2013-09-09T23:21:01Z,68
Savage Gamers,2013-09-09T21:23:54Z,2
Handelabra Games Inc.,2013-09-09T20:44:40Z,6
Stolen Couch Games,2013-09-09T13:56:44Z,11
Tic Tap Toe,2013-09-09T08:27:41Z,2
FS-1,2013-09-09T08:05:40Z,3
Zeppelin Game Studio,2013-09-08T17:20:53Z,4
MXD 3D - Mixed Dimensions Inc,2013-09-08T16:55:38Z,38
KptnCook,2013-09-07T20:01:52Z,9
Betchyu,2013-09-07T18:32:45Z,6
Betapp,2013-09-07T17:46:05Z,4
Chido Games,2013-09-07T17:35:05Z,14
Arthawk Entertainment Inc.,2013-09-07T01:58:27Z,13
Fun Practice Chinese,2013-09-06T21:36:08Z,2
99 minutos,2013-09-06T15:58:47Z,16
Bongo Studios,2013-09-06T04:51:29Z,8
Chukles,2013-09-06T04:24:02Z,6
OzCampus,2013-09-05T20:57:19Z,1
Playtox,2013-09-05T20:28:22Z,3
"Crazy Cricket, LLC",2013-09-05T18:21:39Z,5
MeterSteiner,2013-09-05T18:17:06Z,4
Playlab London,2013-09-05T15:31:41Z,9
Peekawoo,2013-09-05T09:37:18Z,16
Lumentech,2013-09-04T18:15:15Z,1
Every1Games,2013-09-04T14:40:12Z,4
Lookz (Loo.kz),2013-09-04T12:23:17Z,3
Gosu Group,2013-09-04T10:24:02Z,2
Orb Interactive,2013-09-03T21:11:53Z,4
8 BitFit,2013-09-03T18:54:26Z,4
Prehistoric Software,2013-09-03T16:12:05Z,2
Conjectur,2013-09-03T02:35:11Z,3
tinyBuild GAMES,2013-09-02T23:51:08Z,5
Ice Water Productions,2013-09-02T19:06:46Z,1
Meraki Tech,2013-09-02T15:22:03Z,5
Serious Factory,2013-09-02T11:00:26Z,2
lusomusic,2013-09-02T10:58:34Z,3
ShepHertz,2013-09-02T07:36:42Z,13
Dai Di Ltd.,2013-09-02T06:53:05Z,1
Naow,2013-08-31T21:52:56Z,22
Beat Your Record ,2013-08-30T21:45:28Z,13
Die Noobs,2013-08-30T20:28:10Z,1
Pipeline49 Technology Group,2013-08-30T00:56:36Z,1
Facebook Gomoku Online,2013-08-29T19:22:28Z,3
Fameclaim ,2013-08-29T11:59:38Z,2
SpeedLight,2013-08-29T10:44:31Z,2
Shipster,2013-08-29T08:52:15Z,132
Exosphere Labs,2013-08-29T03:43:34Z,1
SPARQ,2013-08-28T07:47:27Z,4
ReignDesign,2013-08-28T06:54:54Z,2
GAMEPREZ,2013-08-28T02:07:49Z,1
Chess Live,2013-08-27T14:56:25Z,2
MRMSTYLE,2013-08-27T00:49:36Z,2
Meo Beo,2013-08-26T04:04:38Z,3
Silvermile,2013-08-25T21:07:40Z,8
Forif,2013-08-25T09:33:29Z,3
